Price,Levy,Manufacturer,Model,Category,Leather interior,Fuel type,Engine volume,Mileage(Km),Cylinders,Gear box type,Drive wheels,Wheel,Color,Airbags,Age
549,1172,LEXUS,RX 350,Jeep,Yes,Petrol,3.5,181189,6,Automatic,4x4,Left wheel,White,12,14
15367,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,339603,4,Automatic,Front,Left wheel,Silver,4,10
549,1234,MAZDA,CX-9,Sedan,Yes,Petrol,3.7,134157,6,Automatic,4x4,Left wheel,Black,12,14
77775,-,MERCEDES-BENZ,E 400,Coupe,Yes,Petrol,3.0,6200,6,Tiptronic,Rear,Left wheel,Blue,12,8
8006,761,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,164466,4,Automatic,Front,Left wheel,Grey,4,15
30038,880,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,60000,4,Automatic,Front,Left wheel,White,4,7
14884,707,SSANGYONG,Actyon,Jeep,Yes,Diesel,2.0,124706,4,Automatic,Front,Left wheel,Black,4,14
34497,-,FORD,Fusion,Sedan,Yes,Plug-in Hybrid,2.0,78000,4,Automatic,Front,Left wheel,Black,0,10
9252,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,603970,4,Automatic,Front,Left wheel,Orange,4,10
7840,1111,HONDA,FIT,Hatchback,No,Petrol,1.3,108000,4,Automatic,Front,Right-hand drive,Blue,6,13
470,1750,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.3,182024,6,Automatic,4x4,Left wheel,Black,12,17
34419,730,SSANGYONG,Actyon,Jeep,Yes,Petrol,1.6,18498,4,Automatic,Front,Left wheel,Blue,4,9
2195,-,VAZ,2107,Sedan,No,Petrol,1.5,150000,4,Manual,Rear,Left wheel,Blue,0,37
17249,-,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.5,243200,4,Variator,Front,Left wheel,White,8,17
4391,-,OPEL,Omega,Sedan,Yes,Petrol,2.0,250000,4,Manual,Rear,Left wheel,Black,2,27
12231,-,MERCEDES-BENZ,C 230,Sedan,Yes,Petrol,1.8,221000,4,Tiptronic,Rear,Left wheel,Silver,10,21
24123,642,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,169700,4,Automatic,Front,Left wheel,Silver,4,13
14426,639,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,60800,4,Automatic,Front,Left wheel,Black,8,11
549,1018,MERCEDES-BENZ,C 300,Sedan,Yes,Petrol,3.0,155058,6,Automatic,Rear,Left wheel,White,12,14
8467,-,MERCEDES-BENZ,C 240 W 203,Sedan,Yes,LPG,2.6,310000,6,Tiptronic,Rear,Left wheel,White,6,23
941,1850,LEXUS,RX 400,Jeep,Yes,Hybrid,3.5,364523,6,Automatic,4x4,Left wheel,Black,12,17
282,1408,CHEVROLET,HHR,Jeep,Yes,Petrol,2.2,207442,4,Automatic,Front,Left wheel,Red,12,18
73134,1273,FORD,Explorer,Jeep,Yes,Petrol,3.5,56571,4,Automatic,Front,Left wheel,White,4,10
470,645,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,353606,4,Automatic,Front,Left wheel,Grey,12,14
8778,363,CHEVROLET,Spark,Sedan,Yes,Petrol,1.0,35565,4,Automatic,Front,Left wheel,White,4,11
14426,528,HYUNDAI,Elantra,Sedan,Yes,Diesel,1.6,78836,4,Automatic,Front,Left wheel,Silver,4,11
26657,-,MERCEDES-BENZ,Sprinter,Microbus,No,Diesel,2.2,300000,4,Manual,Rear,Left wheel,White,1,21
70,-,TOYOTA,Prius,Sedan,Yes,LPG,1.8,48000,4,Variator,Front,Left wheel,White,6,11
4861,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,136861,4,Automatic,Front,Left wheel,Blue,12,12
14113,-,BMW,530,Sedan,Yes,Petrol,3.0,223014,6,Manual,Rear,Left wheel,Black,0,22
41387,1091,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,110189,4,Automatic,Front,Left wheel,Silver,4,9
15367,585,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,91200,4,Tiptronic,Front,Left wheel,Silver,6,12
18519,585,CHEVROLET,Cruze,Sedan,Yes,Petrol,1.8,61573,4,Automatic,Front,Left wheel,White,4,12
13328,609,TOYOTA,RAV 4,Sedan,Yes,Hybrid,2.5,73646,4,Automatic,4x4,Left wheel,Grey,12,7
17562,-,HYUNDAI,Elantra,Sedan,No,Petrol,1.8,122000,4,Tiptronic,Front,Left wheel,Black,8,13
1725,585,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,188194,4,Automatic,Front,Left wheel,Black,0,12
15681,-,TOYOTA,Prius,Sedan,No,Petrol,2.0,2147483647,4,Automatic,Front,Left wheel,Blue,0,17
10349,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,0,4,Automatic,Front,Left wheel,Black,12,11
22580,784,CHEVROLET,Malibu,Sedan,No,Petrol,1.5,96000,4,Tiptronic,Front,Left wheel,Silver,12,8
941,1055,LEXUS,RX 450,Jeep,Yes,Hybrid,3.5,361603,6,Automatic,Front,Left wheel,Black,12,12
23239,642,SSANGYONG,Korando,Jeep,Yes,Diesel,2.0,155255,4,Automatic,Front,Left wheel,Orange,4,13
39829,1811,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,155821,8,Automatic,4x4,Left wheel,Black,0,15
23521,-,TOYOTA,Camry Hybrid,Sedan,Yes,Hybrid,2.5,155000,4,Automatic,Front,Left wheel,Black,10,13
47217,765,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,110000,4,Automatic,Front,Left wheel,Grey,4,10
15053,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,309174,4,Automatic,Front,Left wheel,Silver,4,10
3763,900,KIA,Optima,Sedan,Yes,Petrol,2.4,170040,4,Automatic,Front,Left wheel,Silver,12,10
12231,-,LANCIA,Musa,Minivan,Yes,Petrol,1.4,57000,4,Tiptronic,Front,Left wheel,Blue,12,19
49751,765,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.0,24148,4,Automatic,Front,Left wheel,Black,4,10
10663,-,NISSAN,Fuga,Sedan,Yes,CNG,3.5,180000,6,Tiptronic,4x4,Right-hand drive,Silver,10,19
1568,1493,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,77205,6,Automatic,Rear,Left wheel,Grey,12,9
1725,353,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,94949,4,Automatic,Front,Left wheel,White,0,10
3450,915,BMW,535,Sedan,Yes,Petrol,3.0,0,6,Automatic,Rear,Left wheel,Black,12,11
4200,-,OPEL,Vectra,Sedan,No,Petrol,1.6,6666,4,Manual,Front,Left wheel,Golden,4,28
10923,583,HYUNDAI,Accent,Hatchback,Yes,Diesel,1.6,32800,4,Automatic,Front,Left wheel,Black,4,14
15681,-,FORD,Fiesta,Hatchback,No,Petrol,1.6,113080,4,Automatic,Front,Left wheel,Black,4,10
29793,-,BMW,320 i,Sedan,Yes,Petrol,2.0,161000,4,Tiptronic,Rear,Left wheel,Black,8,12
25299,730,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,79845,4,Automatic,Front,Left wheel,White,4,9
15681,586,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.8,236800,4,Automatic,Front,Left wheel,Black,6,13
9832,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,94650,4,Automatic,Front,Left wheel,Black,4,16
16621,586,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,220800,4,Variator,Front,Left wheel,White,8,13
3136,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,159379,4,Automatic,Front,Left wheel,White,12,13
314,2410,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,6.2,274771,8,Automatic,Rear,Left wheel,White,12,15
11604,1195,FORD,Transit,Goods wagon,No,Diesel,2.2,156000,4,Manual,Front,Left wheel,White,2,17
13172,473,FIAT,500,Coupe,Yes,Petrol,1.4,25000,4,Tiptronic,Front,Left wheel,Green,6,11
18801,308,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,106000,4,Variator,Front,Left wheel,Grey,0,11
9722,-,PEUGEOT,307,Hatchback,No,Petrol,1.6,93000,4,Tiptronic,Front,Left wheel,Blue,4,18
157,919,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,145227,6,Automatic,4x4,Left wheel,Grey,12,13
2822,1202,NISSAN,Micra,Hatchback,No,Petrol,1.4,135000,4,Manual,Front,Left wheel,Red,4,24
14113,308,TOYOTA,Prius,Jeep,Yes,Hybrid,1.8,339710,4,Automatic,Front,Left wheel,White,12,11
9405,641,CHEVROLET,Orlando,Jeep,Yes,Diesel,2.0,38235,4,Automatic,Front,Left wheel,Silver,4,13
15524,-,KIA,Picanto,Sedan,No,Petrol,1.2,94000,4,Manual,Front,Left wheel,Silver,1,8
862,1104,AUDI,Q7,Jeep,Yes,Petrol,3.0,264014,6,Automatic,4x4,Left wheel,Black,0,10
13000,-,FORD,Transit,Microbus,No,Diesel,2.4,250000,4,Manual,Rear,Left wheel,White,1,25
40769,-,MERCEDES-BENZ,C 180,Sedan,No,Petrol,1.8,2700,4,Manual,Rear,Left wheel,Black,0,17
33575,639,HYUNDAI,Tucson,Jeep,Yes,Diesel,2.0,87720,4,Automatic,Front,Left wheel,Brown,4,11
36065,1055,LEXUS,RX 450,Jeep,No,Hybrid,3.5,0,6,Automatic,4x4,Left wheel,Black,0,12
25591,530,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,48088,4,Automatic,Front,Left wheel,Grey,4,12
10669,836,CHEVROLET,Lacetti,Sedan,Yes,Diesel,2.0,161629,4,Automatic,Front,Left wheel,Grey,4,15
44517,1249,HYUNDAI,H1,Universal,Yes,Diesel,2.5,97440,4,Automatic,Front,Left wheel,Grey,4,8
8781,1356,MERCEDES-BENZ,GL 450,Jeep,Yes,Petrol,4.6,81894,8,Automatic,4x4,Left wheel,Grey,12,11
16621,584,VOLKSWAGEN,Passat,Sedan,Yes,Petrol,1.8,120000,4,Manual,Front,Left wheel,White,10,11
48998,639,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,91018,4,Automatic,Front,Left wheel,Black,4,11
45633,765,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.0,59077,4,Automatic,Front,Left wheel,Black,4,10
40224,770,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,105311,4,Automatic,Front,Left wheel,Blue,4,9
1254,639,AUDI,A4,Sedan,Yes,Petrol,2.0,42395,4,Automatic,4x4,Left wheel,Grey,0,11
4500,-,MAZDA,323 F,Hatchback,Yes,Petrol,1.5,147000,4,Manual,Front,Left wheel,Silver,2,30
251,753,HYUNDAI,Sonata,Sedan,Yes,Petrol,2.4,151782,4,Automatic,Front,Left wheel,Blue,12,13
19444,308,TOYOTA,Prius,Sedan,No,Hybrid,1.8,125000,4,Automatic,Front,Left wheel,White,10,11
3607,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,156518,4,Automatic,Front,Left wheel,White,12,13
5331,-,HONDA,Cr-v,Jeep,No,Petrol,2.0,1972,1,Automatic,4x4,Left wheel,Golden,0,28
8355,761,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.8,182198,4,Automatic,Front,Left wheel,Grey,4,15
12231,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,348486,4,Automatic,Front,Left wheel,Silver,4,10
20814,730,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,83814,4,Automatic,Front,Left wheel,Black,4,9
14740,986,MITSUBISHI,Outlander,Jeep,No,Petrol,2.4,228800,4,Automatic,Front,Left wheel,Red,6,15
9565,397,LEXUS,CT 200h,Hatchback,Yes,Hybrid,1.8,71904,4,Automatic,Front,Left wheel,White,0,9
9095,-,VOLKSWAGEN,Golf GOLF 5,Hatchback,Yes,Petrol,1.6,144000,4,Tiptronic,Front,Right-hand drive,Black,10,20
30712,877,HYUNDAI,Tucson,Jeep,Yes,Diesel,1.7,50380,4,Automatic,Front,Left wheel,White,4,8
12544,-,NISSAN,Fuga,Sedan,No,LPG,3.5,109000,6,Tiptronic,Rear,Right-hand drive,Grey,8,20
14113,-,BMW,X3,Jeep,Yes,Petrol,3.0,288000,6,Automatic,4x4,Left wheel,Silver,10,20
2038,1172,MERCEDES-BENZ,ML 350,Jeep,Yes,Petrol,3.5,186542,6,Automatic,4x4,Left wheel,White,12,14
17876,-,BMW,535 i,Sedan,Yes,Petrol,3.0,247000,6,Tiptronic,Rear,Left wheel,Grey,8,18
1725,1091,FORD,Fusion,Sedan,Yes,Petrol,2.5,70344,4,Automatic,Front,Left wheel,White,12,9
18503,730,HYUNDAI,Elantra,Sedan,Yes,LPG,1.6,29864,4,Automatic,Front,Left wheel,Silver,4,9
2195,1850,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,290922,6,Automatic,Rear,Left wheel,Silver,12,17
8624,-,HONDA,FIT,Hatchback,No,Petrol,1.3,143000,1,Variator,Front,Right-hand drive,Yellow,0,19
19121,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,180000,4,Automatic,Front,Left wheel,Grey,4,13
10000,-,MITSUBISHI,Pajero IO,Jeep,No,Petrol,2.0,98000,4,Automatic,4x4,Left wheel,Silver,4,24
7213,-,MERCEDES-BENZ,C 280,Universal,No,Petrol,2.8,248592,6,Automatic,Rear,Left wheel,Silver,8,26
14583,1172,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,230696,6,Automatic,4x4,Left wheel,Black,12,14
6899,-,BMW,318,Sedan,No,Petrol,1.8,18000,4,Automatic,Rear,Left wheel,Silver,4,30
549,1058,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.5,0,6,Automatic,4x4,Left wheel,Grey,12,13
56136,1017,MERCEDES-BENZ,E 300,Sedan,Yes,Petrol,2.0,50963,4,Automatic,Rear,Left wheel,Black,12,8
31,490,HONDA,Insight,Hatchback,Yes,Hybrid,1.3,198891,4,Automatic,Front,Left wheel,Grey,0,14
16151,623,KIA,Cerato,Sedan,Yes,Diesel,1.6,40523,4,Automatic,Front,Left wheel,Black,4,10
3293,1091,MAZDA,CX-9,Sedan,Yes,Petrol,2.5,154862,4,Automatic,4x4,Left wheel,Red,12,9
24176,501,TOYOTA,Aqua,Hatchback,Yes,Petrol,1.5,28000,4,Automatic,Front,Left wheel,Blue,4,11
7527,-,MERCEDES-BENZ,C 180 2.0,Sedan,No,CNG,2.0,0,4,Manual,Rear,Left wheel,Silver,4,27
13172,-,HONDA,FIT,Hatchback,No,Hybrid,1.3,165000,4,Variator,Front,Right-hand drive,Blue,4,14
12388,1267,TOYOTA,Aqua,Sedan,No,Hybrid,1.5,121840,4,Tiptronic,Front,Right-hand drive,Brown,4,12
7828,595,HONDA,FIT,Universal,Yes,Petrol,1.5,154691,4,Automatic,Front,Left wheel,Silver,4,10
1882,1053,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,3.5,146395,6,Automatic,Rear,Left wheel,Grey,12,11
15681,-,CHEVROLET,Cruze,Sedan,No,Petrol,1.4,140000,4,Manual,Front,Left wheel,Carnelian red,8,13
36065,-,MERCEDES-BENZ,E 350,Coupe,Yes,Petrol,3.5,187000,6,Tiptronic,Rear,Left wheel,Grey,8,15
52696,831,HYUNDAI,Tucson,Jeep,Yes,Petrol,1.6,44844,4,Automatic,Front,Left wheel,Black,4,8
41629,694,JAGUAR,XF,Sedan,Yes,Diesel,2.2,75494,4,Automatic,Front,Left wheel,White,4,11
13172,690,CHEVROLET,Malibu,Sedan,No,Petrol,1.5,86000,4,Tiptronic,Front,Left wheel,Silver,8,9
4077,474,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,196590,4,Automatic,Front,Left wheel,Silver,12,12
16618,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,115471,4,Automatic,Front,Left wheel,Grey,4,13
549,1080,DODGE,Ramcharger,Sedan,Yes,Petrol,3.6,272280,6,Automatic,Rear,Left wheel,Silver,12,11
18826,531,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,112645,4,Automatic,Front,Left wheel,Silver,4,13
4180,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,159634,4,Automatic,Front,Left wheel,Silver,4,16
1646,1292,MERCEDES-BENZ,GLE 350,Jeep,Yes,Petrol,3.0,59099,6,Automatic,4x4,Left wheel,White,0,9
15681,891,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,305511,4,Automatic,Front,Left wheel,Silver,4,9
7213,875,MITSUBISHI,Mirage,Hatchback,No,Petrol,1.0,111111,3,Automatic,Front,Right-hand drive,Golden,4,13
8467,-,SUBARU,Legacy,Sedan,Yes,Petrol,2.0,20000000,4,Tiptronic,4x4,Right-hand drive,Black,3,21
2587,1053,NISSAN,Pathfinder,Jeep,Yes,Petrol,3.5,178656,6,Automatic,Front,Left wheel,Silver,12,11
19444,-,KIA,Optima hybrid,Sedan,No,Hybrid,2.4,112000,4,Tiptronic,Front,Left wheel,Golden,8,12
17694,691,HONDA,FIT,Hatchback,Yes,Petrol,1.3,69968,4,Automatic,Front,Left wheel,Blue,4,8
7997,640,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,82314,4,Automatic,Front,Left wheel,Silver,4,12
1700,-,TOYOTA,Corolla spacio,Hatchback,No,Petrol,1.6,299999,4,Automatic,Front,Right-hand drive,White,0,27
7840,-,HONDA,FIT,Hatchback,No,Petrol,1.3,178000,4,Variator,Front,Right-hand drive,White,2,23
7056,833,KIA,Sportage,Jeep,Yes,Diesel,2.0,64741,4,Automatic,Front,Left wheel,Silver,4,15
5488,790,DAEWOO,Lacetti,Sedan,Yes,Petrol,1.6,112282,4,Automatic,Front,Left wheel,Silver,4,16
6272,-,HONDA,FIT,Hatchback,No,Petrol,1.3,169300,4,Variator,Front,Right-hand drive,Sky blue,2,24
157,915,AUDI,A7,Hatchback,Yes,Petrol,3.0,401128,6,Automatic,4x4,Left wheel,Grey,0,11
6272,1018,BMW,X5,Jeep,Yes,Diesel,3.0,213195,6,Automatic,4x4,Left wheel,Brown,12,14
26030,259,CHEVROLET,Volt,Hatchback,No,Plug-in Hybrid,1.4,70400,4,Automatic,Front,Left wheel,White,8,11
10349,836,HYUNDAI,Genesis,Coupe,Yes,Petrol,2.0,125126,4,Automatic,Front,Left wheel,Black,4,15
941,642,VOLKSWAGEN,Jetta,Sedan,Yes,Diesel,2.0,203440,4,Automatic,Front,Left wheel,Black,12,13
14113,-,TOYOTA,Corolla,Minivan,No,Diesel,2.2,188000,4,Manual,Front,Left wheel,Grey,6,18
392,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,232032,4,Automatic,Front,Left wheel,Silver,12,12
3763,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,124912,4,Automatic,Front,Left wheel,White,12,12
470,382,FORD,Fusion,Sedan,Yes,Hybrid,2.0,0,4,Automatic,Front,Left wheel,Black,0,10
1568,1172,TOYOTA,Highlander,Jeep,Yes,Hybrid,3.5,342622,6,Automatic,4x4,Left wheel,Black,12,14
14740,640,CHEVROLET,Malibu,Sedan,Yes,Petrol,2.0,38194,4,Automatic,Front,Left wheel,Black,4,12
2117,640,AUDI,A4,Sedan,Yes,Petrol,2.0,174941,4,Automatic,4x4,Left wheel,Black,12,12
5645,761,HONDA,Civic,Sedan,Yes,Petrol,1.8,88230,4,Automatic,Front,Left wheel,White,12,15
314,2410,MERCEDES-BENZ,E 350,Sedan,Yes,Petrol,6.2,274771,8,Automatic,Rear,Left wheel,White,12,15
10945,1185,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,85678,4,Automatic,Front,Left wheel,Silver,4,16
10515,363,CHEVROLET,Spark,Hatchback,Yes,Petrol,1.0,57498,4,Automatic,Front,Left wheel,White,4,11
24000,2266,HONDA,Fred,Minivan,No,Hybrid,1.5,19000,4,Automatic,Front,Right-hand drive,Grey,0,7
11133,1268,HONDA,FIT,Sedan,No,Hybrid,1.5,90000,4,Tiptronic,Front,Right-hand drive,White,2,13
11290,-,TOYOTA,Prius,Sedan,No,Hybrid,1.5,120000,4,Automatic,Front,Left wheel,Grey,6,18
10349,-,HONDA,Cr-v,Jeep,Yes,Petrol,2.0,200000,4,Automatic,4x4,Right-hand drive,Carnelian red,4,23
94,441,HYUNDAI,Sonata,Sedan,Yes,Hybrid,2.4,261928,4,Automatic,Front,Left wheel,Black,0,10
28423,730,CHEVROLET,Orlando,Jeep,Yes,Diesel,1.6,66603,4,Automatic,Front,Left wheel,White,4,9
13485,-,MAZDA,Mazda 2,Coupe,No,Diesel,1.6,161000,4,Manual,Front,Left wheel,Grey,4,16
627,1058,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,318285,6,Automatic,4x4,Left wheel,Black,12,13
2195,586,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,430278,4,Automatic,Front,Left wheel,Black,12,13
19444,1024,FORD,Escape,Jeep,Yes,Hybrid,2.5,85000,4,Automatic,4x4,Left wheel,Black,6,15
17876,781,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,90000,4,Tiptronic,Front,Left wheel,Black,8,13
14069,687,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,112417,4,Automatic,Front,Left wheel,Silver,4,15
17249,-,FORD,Transit,Microbus,No,Diesel,2.2,155126,4,Manual,Front,Left wheel,Blue,2,17
15367,1024,HYUNDAI,H1,Minivan,Yes,Diesel,2.5,49140,4,Automatic,Front,Left wheel,Black,4,15
18531,583,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,165845,4,Automatic,Front,Left wheel,Silver,4,14
2666,521,CHEVROLET,Volt,Hatchback,Yes,Hybrid,1.4,288778,4,Automatic,Front,Left wheel,Black,0,14
8938,1399,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,256914,6,Automatic,4x4,Left wheel,Grey,12,15
19130,-,FIAT,500 Abarth,Coupe,No,Petrol,1.4,98000,4,Manual,Front,Left wheel,Black,6,12
41632,891,HYUNDAI,Santa FE,Jeep,Yes,Diesel,2.0,150415,4,Automatic,Front,Left wheel,White,4,9
470,1820,TOYOTA,Highlander,Sedan,Yes,Petrol,3.5,10670,6,Automatic,4x4,Left wheel,Brown,12,6
1098,394,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,398069,4,Automatic,Front,Left wheel,Black,12,11
7840,-,MERCEDES-BENZ,ML 320,Jeep,Yes,CNG,3.2,11111,6,Tiptronic,4x4,Left wheel,Golden,8,25
12231,761,TOYOTA,Prius,Sedan,No,Hybrid,1.8,120000,4,Automatic,Front,Left wheel,Red,10,15
4234,761,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,158136,4,Automatic,Front,Left wheel,White,12,15
6743,-,SUBARU,Forester,Hatchback,Yes,Petrol,2.0,166000,4,Manual,4x4,Right-hand drive,White,4,25
10349,1820,LEXUS,ES 350,Sedan,Yes,Petrol,3.5,13147,6,Automatic,Front,Left wheel,White,12,6
18817,-,VOLKSWAGEN,Jetta se,Sedan,Yes,Petrol,1.8,72000,4,Automatic,Front,Left wheel,Black,12,11
941,-,MOSKVICH,2140,Sedan,No,Petrol,1.5,20000000,4,Manual,Rear,Left wheel,Red,0,40
3763,1850,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.5,366869,6,Automatic,4x4,Left wheel,Black,12,17
7213,-,MERCEDES-BENZ,CLK 430,Coupe,Yes,Petrol,4.3,115000,8,Tiptronic,Rear,Left wheel,Silver,4,26
15367,-,TOYOTA,Aqua,Hatchback,No,Petrol,1.8,99000,4,Automatic,Front,Left wheel,Black,0,13
16621,1172,MERCEDES-BENZ,E 350,Sedan,Yes,Diesel,3.5,119379,6,Automatic,4x4,Left wheel,Silver,12,14
5331,-,TOYOTA,Harrier,Jeep,No,Petrol,3.0,220000,6,Automatic,Front,Right-hand drive,Black,4,27
15994,1172,MERCEDES-BENZ,E 350,Coupe,Yes,Diesel,3.5,170429,6,Automatic,Rear,Left wheel,Silver,12,14
4234,-,VOLKSWAGEN,Jetta,Sedan,Yes,Petrol,2.8,0,6,Manual,Front,Left wheel,Black,2,25
1568,1018,BMW,X5,Jeep,Yes,Diesel,3.0,270326,6,Automatic,4x4,Left wheel,White,12,14
392,779,TOYOTA,Camry,Sedan,Yes,Hybrid,2.5,232032,4,Automatic,Front,Left wheel,Silver,12,12
33575,880,HYUNDAI,Elantra,Sedan,Yes,Petrol,1.6,65734,4,Automatic,Front,Left wheel,Blue,4,7
15681,1811,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,275240,8,Automatic,4x4,Left wheel,Silver,0,15
80,-,HYUNDAI,Sonata,Sedan,No,Petrol,2.4,83000,4,Tiptronic,Front,Left wheel,Silver,8,12
9408,761,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,200000,4,Variator,Front,Left wheel,White,12,15
7213,-,MITSUBISHI,Pajero IO,Jeep,No,Petrol,1.8,200000,4,Automatic,4x4,Left wheel,Silver,2,27
7527,1586,SSANGYONG,REXTON,Jeep,Yes,Diesel,2.5,68855,4,Automatic,Front,Left wheel,Black,4,18
9500,-,HYUNDAI,H1,Minivan,No,Petrol,2.4,240000,4,Manual,Rear,Left wheel,White,0,20
54568,1363,LEXUS,GX 460,Jeep,Yes,Petrol,4.6,255406,8,Automatic,4x4,Left wheel,Black,0,13
13172,900,KIA,Optima,Sedan,No,Petrol,2.4,111746,4,Automatic,Front,Left wheel,White,0,10
30,-,HONDA,FIT,Hatchback,No,Petrol,1.3,155000,4,Variator,Front,Right-hand drive,Silver,4,21
6272,836,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,648045,4,Automatic,Front,Left wheel,Black,4,15
14700,-,TOYOTA,Prius,Hatchback,Yes,Hybrid,1.8,249600,4,Variator,Front,Left wheel,Black,6,16
13172,-,TOYOTA,Prius,Sedan,Yes,Hybrid,1.5,144000,4,Tiptronic,Front,Left wheel,Grey,0,18
26657,919,MERCEDES-BENZ,ML 350,Jeep,Yes,Diesel,3.0,271701,6,Automatic,4x4,Left wheel,White,12,13
21953,-,TOYOTA,Prius,Hatchback,No,Hybrid,1.8,156800,4,Automatic,Front,Left wheel,Silver,8,13
36065,1211,BMW,X5 restilling,Jeep,Yes,Petrol,3.0,165000,6,Tiptronic,4x4,Left wheel,Golden,12,15
78,1104,JAGUAR,F-type,Jeep,Yes,Petrol,3.0,24984,6,Automatic,Rear,Left wheel,Red,12,10
8781,531,NISSAN,Juke,Jeep,Yes,Petrol,1.6,167405,4,Automatic,4x4,Left wheel,Black,0,13
10349,-,HYUNDAI,Santa FE,Jeep,Yes,LPG,2.7,1000,6,Tiptronic,4x4,Left wheel,Brown,4,23
10663,-,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,230000,4,Variator,Front,Left wheel,Grey,6,16
1882,749,KIA,Optima,Sedan,Yes,Petrol,2.4,206211,4,Automatic,Front,Left wheel,Blue,12,11
12544,765,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,553481,4,Automatic,Front,Left wheel,Orange,4,10
63152,784,HONDA,Civic,Sedan,Yes,Petrol,1.5,7176,4,Automatic,Front,Left wheel,Blue,4,8
11917,-,TOYOTA,Prius,Sedan,No,Hybrid,1.5,3200,4,Automatic,Front,Left wheel,Silver,4,19
7527,642,HYUNDAI,Sonata,Sedan,Yes,LPG,2.0,453075,4,Automatic,Front,Left wheel,Silver,4,13
9408,-,TOYOTA,Vitz,Sedan,No,Petrol,1.0,137000,4,Automatic,Front,Right-hand drive,Black,4,20
9722,761,TOYOTA,Prius,Sedan,Yes,Hybrid,1.8,400000,4,Variator,Front,Left wheel,Carnelian red,8,15
